Date;Time;Voltage;Global_intensity;Global_active_power;Load_Status
01/03/2024;01:52:00;227.54;1.95;0.444;0
01/03/2024;01:53:00;244.43;2.91;0.711;0
01/03/2024;01:54:00;231.39;5.97;1.381;0
01/03/2024;01:55:00;222.23;13.71;3.047;1
01/03/2024;01:56:00;227.79;3.18;0.724;0
01/03/2024;01:57:00;235.39;6.7;1.577;1
01/03/2024;01:58:00;240.94;9.36;2.255;1
01/03/2024;01:59:00;228.69;4.04;0.924;0
01/03/2024;02:00:00;231.85;6.17;1.431;0
01/03/2024;02:01:00;218.85;6.05;1.324;0
01/03/2024;02:02:00;219.57;5.66;1.243;0
01/03/2024;02:03:00;238.8;7.39;1.765;1
01/03/2024;02:04:00;245.15;13.2;3.236;1
01/03/2024;02:05:00;231.72;8.49;1.967;1
01/03/2024;02:06:00;249.97;2.57;0.642;0
01/03/2024;02:07:00;231.56;14.17;3.281;1
01/03/2024;02:08:00;231.32;2.35;0.544;0
01/03/2024;02:09:00;219.59;14.58;3.202;1
01/03/2024;02:10:00;232.81;2.43;0.566;0
01/03/2024;02:11:00;238.94;7.87;1.88;1
01/03/2024;02:12:00;235.27;12.8;3.011;1
01/03/2024;02:13:00;216.53;5.47;1.184;0
01/03/2024;02:14:00;216.11;1.9;0.411;0
01/03/2024;02:15:00;220.0;9.82;2.16;1
01/03/2024;02:16:00;222.69;11.51;2.563;1
01/03/2024;02:17:00;224.29;8.98;2.014;1
01/03/2024;02:18:00;229.84;5.44;1.25;0
01/03/2024;02:19:00;241.68;6.45;1.559;1
01/03/2024;02:20:00;234.43;10.14;2.377;1
01/03/2024;02:21:00;249.61;4.66;1.163;0
01/03/2024;02:22:00;236.82;5.44;1.288;0
01/03/2024;02:23:00;227.63;5.75;1.309;0
01/03/2024;02:24:00;225.67;12.17;2.746;1
01/03/2024;02:25:00;233.37;3.99;0.931;0
01/03/2024;02:26:00;212.4;7.94;1.686;1
01/03/2024;02:27:00;238.24;3.11;0.741;0
01/03/2024;02:28:00;249.03;14.07;3.504;1
01/03/2024;02:29:00;227.49;1.54;0.35;0
01/03/2024;02:30:00;239.27;2.2;0.526;0
01/03/2024;02:31:00;233.43;12.87;3.004;1
01/03/2024;02:32:00;228.64;1.57;0.359;0
01/03/2024;02:33:00;239.59;3.63;0.87;0
01/03/2024;02:34:00;237.79;5.87;1.396;0
01/03/2024;02:35:00;225.08;14.65;3.297;1
01/03/2024;02:36:00;242.47;5.6;1.358;0
01/03/2024;02:37:00;227.91;14.19;3.234;1
01/03/2024;02:38:00;237.94;8.12;1.932;1
01/03/2024;02:39:00;244.19;7.24;1.768;1
01/03/2024;02:40:00;238.96;13.81;3.3;1
01/03/2024;02:41:00;247.78;2.0;0.496;0
01/03/2024;02:42:00;244.47;8.2;2.005;1
01/03/2024;02:43:00;233.17;12.54;2.924;1
01/03/2024;02:44:00;222.55;5.51;1.226;0
01/03/2024;02:45:00;224.25;9.84;2.207;1
01/03/2024;02:46:00;216.61;12.84;2.781;1
01/03/2024;02:47:00;222.33;6.46;1.436;0
01/03/2024;02:48:00;233.54;9.03;2.109;1
01/03/2024;02:49:00;239.18;2.52;0.603;0
01/03/2024;02:50:00;227.06;8.6;1.953;1
01/03/2024;02:51:00;230.37;10.55;2.43;1
01/03/2024;02:52:00;234.58;12.65;2.967;1
01/03/2024;02:53:00;242.84;12.53;3.043;1
01/03/2024;02:54:00;226.78;8.34;1.891;1
01/03/2024;02:55:00;242.51;6.21;1.506;1
01/03/2024;02:56:00;243.83;2.49;0.607;0
01/03/2024;02:57:00;232.12;1.54;0.357;0
01/03/2024;02:58:00;224.76;13.66;3.07;1
01/03/2024;02:59:00;231.75;8.19;1.898;1
01/03/2024;03:00:00;239.41;11.58;2.772;1
01/03/2024;03:01:00;249.42;2.12;0.529;0
01/03/2024;03:02:00;232.54;9.78;2.274;1
01/03/2024;03:03:00;248.5;5.35;1.329;0
01/03/2024;03:04:00;214.1;7.94;1.7;1
01/03/2024;03:05:00;230.07;9.14;2.103;1
01/03/2024;03:06:00;212.58;7.96;1.692;1
01/03/2024;03:07:00;229.91;3.0;0.69;0
01/03/2024;03:08:00;225.68;3.35;0.756;0
01/03/2024;03:09:00;244.33;3.06;0.748;0
01/03/2024;03:10:00;221.73;1.07;0.237;0
01/03/2024;03:11:00;247.77;6.8;1.685;1
01/03/2024;03:12:00;247.49;3.64;0.901;0
01/03/2024;03:13:00;244.5;9.58;2.342;1
01/03/2024;03:14:00;244.22;5.56;1.358;0
01/03/2024;03:15:00;245.86;5.74;1.411;0
01/03/2024;03:16:00;232.33;8.44;1.961;1
01/03/2024;03:17:00;224.65;11.33;2.545;1
01/03/2024;03:18:00;235.43;2.0;0.471;0
01/03/2024;03:19:00;247.57;9.45;2.34;1
01/03/2024;03:20:00;212.32;14.96;3.176;1
01/03/2024;03:21:00;216.16;3.92;0.847;0
01/03/2024;03:22:00;239.16;10.3;2.463;1
01/03/2024;03:23:00;230.52;11.81;2.722;1
01/03/2024;03:24:00;239.79;10.77;2.583;1
01/03/2024;03:25:00;229.54;8.59;1.972;1
01/03/2024;03:26:00;241.63;3.21;0.776;0
01/03/2024;03:27:00;235.74;1.6;0.377;0
01/03/2024;03:28:00;240.88;4.69;1.13;0
01/03/2024;03:29:00;227.92;14.87;3.389;1
01/03/2024;03:30:00;240.84;2.22;0.535;0
01/03/2024;03:31:00;229.72;11.31;2.598;1
01/03/2024;03:32:00;234.17;11.03;2.583;1
01/03/2024;03:33:00;224.68;3.6;0.809;0
01/03/2024;03:34:00;234.38;4.87;1.141;0
01/03/2024;03:35:00;227.1;7.03;1.597;1
01/03/2024;03:36:00;235.7;10.83;2.553;1
01/03/2024;03:37:00;213.8;14.95;3.196;1
01/03/2024;03:38:00;217.06;10.87;2.359;1
01/03/2024;03:39:00;225.23;8.01;1.804;1
01/03/2024;03:40:00;217.67;12.66;2.756;1
01/03/2024;03:41:00;233.66;2.89;0.675;0
01/03/2024;03:42:00;239.12;5.93;1.418;0
01/03/2024;03:43:00;216.72;9.46;2.05;1
01/03/2024;03:44:00;240.15;11.52;2.767;1
01/03/2024;03:45:00;246.14;1.94;0.478;0
01/03/2024;03:46:00;216.63;10.43;2.259;1
01/03/2024;03:47:00;213.34;4.11;0.877;0
01/03/2024;03:48:00;238.12;5.04;1.2;0
01/03/2024;03:49:00;228.24;3.88;0.886;0
01/03/2024;03:50:00;214.57;7.4;1.588;1
01/03/2024;03:51:00;235.98;7.86;1.855;1
01/03/2024;03:52:00;226.61;8.22;1.863;1
01/03/2024;03:53:00;236.29;5.45;1.288;0
01/03/2024;03:54:00;219.31;8.07;1.77;1
01/03/2024;03:55:00;231.54;6.0;1.389;0
01/03/2024;03:56:00;224.63;11.25;2.527;1
01/03/2024;03:57:00;245.15;3.22;0.789;0
01/03/2024;03:58:00;235.64;10.81;2.547;1
01/03/2024;03:59:00;224.77;1.67;0.375;0
01/03/2024;04:00:00;230.73;3.16;0.729;0
01/03/2024;04:01:00;247.85;8.71;2.159;1
01/03/2024;04:02:00;239.49;1.03;0.247;0
01/03/2024;04:03:00;249.41;12.86;3.207;1
01/03/2024;04:04:00;245.52;3.99;0.98;0
01/03/2024;04:05:00;244.21;12.82;3.131;1
01/03/2024;04:06:00;214.24;4.47;0.958;0
01/03/2024;04:07:00;239.74;9.15;2.194;1
01/03/2024;04:08:00;233.05;10.94;2.55;1
01/03/2024;04:09:00;236.52;5.01;1.185;0
01/03/2024;04:10:00;236.41;11.04;2.61;1
01/03/2024;04:11:00;216.06;5.5;1.188;0
01/03/2024;04:12:00;243.74;9.47;2.308;1
01/03/2024;04:13:00;212.37;3.58;0.76;0
01/03/2024;04:14:00;242.73;8.91;2.163;1
01/03/2024;04:15:00;243.09;7.93;1.928;1
01/03/2024;04:16:00;231.6;13.17;3.05;1
01/03/2024;04:17:00;237.13;12.84;3.045;1
01/03/2024;04:18:00;212.05;3.6;0.763;0
01/03/2024;04:19:00;218.59;8.44;1.845;1
01/03/2024;04:20:00;219.16;14.25;3.123;1
01/03/2024;04:21:00;230.68;12.7;2.93;1
01/03/2024;04:22:00;238.01;8.29;1.973;1
01/03/2024;04:23:00;226.85;12.83;2.91;1
01/03/2024;04:24:00;224.0;5.61;1.257;0
01/03/2024;04:25:00;249.4;8.29;2.068;1
01/03/2024;04:26:00;233.45;8.81;2.057;1
01/03/2024;04:27:00;234.37;7.31;1.713;1
01/03/2024;04:28:00;242.41;10.55;2.557;1
01/03/2024;04:29:00;226.64;11.56;2.62;1
01/03/2024;04:30:00;247.64;5.33;1.32;0
01/03/2024;04:31:00;228.72;8.73;1.997;1
01/03/2024;04:32:00;226.01;12.52;2.83;1
01/03/2024;04:33:00;223.12;4.97;1.109;0
01/03/2024;04:34:00;226.58;11.91;2.699;1
01/03/2024;04:35:00;232.52;8.04;1.869;1
01/03/2024;04:36:00;225.08;10.84;2.44;1
01/03/2024;04:37:00;229.18;4.55;1.043;0
01/03/2024;04:38:00;219.66;14.8;3.251;1
01/03/2024;04:39:00;218.1;13.16;2.87;1
01/03/2024;04:40:00;229.41;10.93;2.507;1
01/03/2024;04:41:00;212.42;5.9;1.253;0
01/03/2024;04:42:00;246.74;7.74;1.91;1
01/03/2024;04:43:00;243.85;12.88;3.141;1
01/03/2024;04:44:00;211.59;5.66;1.198;0
01/03/2024;04:45:00;233.34;8.03;1.874;1
01/03/2024;04:46:00;241.1;5.32;1.283;0
01/03/2024;04:47:00;228.2;12.71;2.9;1
01/03/2024;04:48:00;214.38;4.14;0.888;0
01/03/2024;04:49:00;235.75;4.53;1.068;0
01/03/2024;04:50:00;225.44;6.2;1.398;0
01/03/2024;04:51:00;227.91;2.92;0.665;0
01/03/2024;04:52:00;242.62;14.47;3.511;1
01/03/2024;04:53:00;227.5;10.23;2.327;1
01/03/2024;04:54:00;226.72;3.18;0.721;0
01/03/2024;04:55:00;245.79;9.07;2.229;1
01/03/2024;04:56:00;237.95;9.25;2.201;1
01/03/2024;04:57:00;247.74;4.27;1.058;0
01/03/2024;04:58:00;247.65;5.71;1.414;0
01/03/2024;04:59:00;225.22;11.48;2.586;1
01/03/2024;05:00:00;237.19;9.03;2.142;1
01/03/2024;05:01:00;210.19;12.96;2.724;1
01/03/2024;05:02:00;239.4;10.83;2.593;1
01/03/2024;05:03:00;249.45;4.52;1.128;0
01/03/2024;05:04:00;225.18;14.99;3.375;1
01/03/2024;05:05:00;229.14;7.17;1.643;1
01/03/2024;05:06:00;231.52;3.85;0.891;0
01/03/2024;05:07:00;237.89;8.28;1.97;1
01/03/2024;05:08:00;240.93;4.05;0.976;0
01/03/2024;05:09:00;226.35;1.75;0.396;0
01/03/2024;05:10:00;236.61;11.76;2.783;1
01/03/2024;05:11:00;218.63;13.87;3.032;1
01/03/2024;05:12:00;230.75;14.88;3.434;1
01/03/2024;05:13:00;220.08;7.66;1.686;1
01/03/2024;05:14:00;227.41;11.38;2.588;1
01/03/2024;05:15:00;238.48;10.42;2.485;1
01/03/2024;05:16:00;211.99;2.04;0.432;0
01/03/2024;05:17:00;243.42;10.58;2.575;1
01/03/2024;05:18:00;241.1;8.52;2.054;1
01/03/2024;05:19:00;227.77;8.54;1.945;1
01/03/2024;05:20:00;247.37;7.62;1.885;1
01/03/2024;05:21:00;218.17;10.24;2.234;1
01/03/2024;05:22:00;223.28;12.12;2.706;1
01/03/2024;05:23:00;233.59;4.7;1.098;0
01/03/2024;05:24:00;210.49;5.37;1.13;0
01/03/2024;05:25:00;215.4;3.92;0.844;0
01/03/2024;05:26:00;216.31;6.36;1.376;0
01/03/2024;05:27:00;244.15;1.59;0.388;0
01/03/2024;05:28:00;245.45;10.71;2.629;1
01/03/2024;05:29:00;223.12;9.71;2.166;1
01/03/2024;05:30:00;211.3;12.32;2.603;1
01/03/2024;05:31:00;241.69;14.49;3.502;1
01/03/2024;05:32:00;243.92;7.75;1.89;1
01/03/2024;05:33:00;220.06;11.33;2.493;1
01/03/2024;05:34:00;226.27;7.57;1.713;1
01/03/2024;05:35:00;224.74;2.82;0.634;0
01/03/2024;05:36:00;231.62;2.87;0.665;0
01/03/2024;05:37:00;227.82;6.84;1.558;1
01/03/2024;05:38:00;223.55;7.95;1.777;1
01/03/2024;05:39:00;241.96;1.5;0.363;0
01/03/2024;05:40:00;231.38;2.4;0.555;0
01/03/2024;05:41:00;219.15;1.55;0.34;0
01/03/2024;05:42:00;244.82;4.17;1.021;0
01/03/2024;05:43:00;235.7;9.88;2.329;1
01/03/2024;05:44:00;240.56;7.4;1.78;1
01/03/2024;05:45:00;216.48;11.48;2.485;1
01/03/2024;05:46:00;215.39;13.21;2.845;1
01/03/2024;05:47:00;212.25;7.71;1.636;1
01/03/2024;05:48:00;222.11;13.77;3.058;1
01/03/2024;05:49:00;230.75;8.66;1.998;1
01/03/2024;05:50:00;215.79;6.71;1.448;0
01/03/2024;05:51:00;243.01;1.93;0.469;0
01/03/2024;05:52:00;216.65;1.85;0.401;0
01/03/2024;05:53:00;237.33;8.79;2.086;1
01/03/2024;05:54:00;214.79;8.97;1.927;1
01/03/2024;05:55:00;223.66;6.05;1.353;0
01/03/2024;05:56:00;230.66;8.38;1.933;1
01/03/2024;05:57:00;226.89;2.3;0.522;0
01/03/2024;05:58:00;217.03;12.46;2.704;1
01/03/2024;05:59:00;237.9;2.46;0.585;0
01/03/2024;06:00:00;236.79;14.4;3.41;1
01/03/2024;06:01:00;242.1;8.58;2.077;1
01/03/2024;06:02:00;236.21;9.0;2.126;1
01/03/2024;06:03:00;229.76;13.25;3.044;1
01/03/2024;06:04:00;221.73;6.45;1.43;0
01/03/2024;06:05:00;216.14;11.45;2.475;1
01/03/2024;06:06:00;229.17;1.51;0.346;0
01/03/2024;06:07:00;242.54;6.63;1.608;1
01/03/2024;06:08:00;218.75;9.28;2.03;1
01/03/2024;06:09:00;231.29;13.89;3.213;1
01/03/2024;06:10:00;213.22;14.8;3.156;1
01/03/2024;06:11:00;239.33;6.92;1.656;1
01/03/2024;06:12:00;249.87;8.18;2.044;1
01/03/2024;06:13:00;211.77;10.44;2.211;1
01/03/2024;06:14:00;210.55;8.74;1.84;1
01/03/2024;06:15:00;238.38;11.96;2.851;1
01/03/2024;06:16:00;241.19;5.4;1.302;0
01/03/2024;06:17:00;224.44;10.47;2.35;1
01/03/2024;06:18:00;226.23;9.41;2.129;1
01/03/2024;06:19:00;247.73;13.29;3.292;1
01/03/2024;06:20:00;212.48;6.54;1.39;0
01/03/2024;06:21:00;244.54;3.53;0.863;0
01/03/2024;06:22:00;224.2;12.84;2.879;1
01/03/2024;06:23:00;216.87;12.29;2.665;1
01/03/2024;06:24:00;222.3;5.8;1.289;0
01/03/2024;06:25:00;226.29;4.89;1.107;0
01/03/2024;06:26:00;233.36;6.31;1.473;0
01/03/2024;06:27:00;244.73;3.02;0.739;0
01/03/2024;06:28:00;242.33;4.91;1.19;0
01/03/2024;06:29:00;224.23;10.42;2.336;1
01/03/2024;06:30:00;233.69;14.05;3.283;1
01/03/2024;06:31:00;217.41;12.62;2.744;1
01/03/2024;06:32:00;234.02;1.37;0.321;0
01/03/2024;06:33:00;241.79;11.05;2.672;1
01/03/2024;06:34:00;233.77;11.9;2.782;1
01/03/2024;06:35:00;229.41;2.63;0.603;0
01/03/2024;06:36:00;221.19;7.93;1.754;1
01/03/2024;06:37:00;234.66;13.79;3.236;1
01/03/2024;06:38:00;229.38;8.2;1.881;1
01/03/2024;06:39:00;216.69;11.27;2.442;1
01/03/2024;06:40:00;245.96;5.25;1.291;0
01/03/2024;06:41:00;214.85;12.98;2.789;1
01/03/2024;06:42:00;222.53;5.53;1.231;0
01/03/2024;06:43:00;218.7;1.88;0.411;0
01/03/2024;06:44:00;222.02;3.02;0.671;0
01/03/2024;06:45:00;215.57;10.06;2.169;1
01/03/2024;06:46:00;211.9;6.57;1.392;0
01/03/2024;06:47:00;219.54;7.93;1.741;1
01/03/2024;06:48:00;237.03;2.94;0.697;0
01/03/2024;06:49:00;223.73;7.1;1.588;1
01/03/2024;06:50:00;216.33;5.1;1.103;0
01/03/2024;06:51:00;241.58;5.53;1.336;0
01/03/2024;06:52:00;225.04;1.04;0.234;0
01/03/2024;06:53:00;246.28;14.19;3.495;1
01/03/2024;06:54:00;221.45;3.33;0.737;0
01/03/2024;06:55:00;230.6;10.74;2.477;1
01/03/2024;06:56:00;211.47;12.04;2.546;1
01/03/2024;06:57:00;220.28;4.3;0.947;0
01/03/2024;06:58:00;244.89;6.24;1.528;1
01/03/2024;06:59:00;212.07;14.6;3.096;1
01/03/2024;07:00:00;233.96;3.17;0.742;0
01/03/2024;07:01:00;243.64;4.83;1.177;0
01/03/2024;07:02:00;214.75;13.64;2.929;1
01/03/2024;07:03:00;230.78;4.22;0.974;0
01/03/2024;07:04:00;225.83;3.6;0.813;0
01/03/2024;07:05:00;223.39;8.81;1.968;1
01/03/2024;07:06:00;235.73;5.35;1.261;0
01/03/2024;07:07:00;220.1;1.58;0.348;0
01/03/2024;07:08:00;229.01;12.27;2.81;1
01/03/2024;07:09:00;229.94;9.9;2.276;1
01/03/2024;07:10:00;248.56;7.05;1.752;1
01/03/2024;07:11:00;222.98;11.75;2.62;1
01/03/2024;07:12:00;211.46;1.64;0.347;0
01/03/2024;07:13:00;228.3;12.24;2.794;1
01/03/2024;07:14:00;227.69;5.06;1.152;0
01/03/2024;07:15:00;222.59;9.26;2.061;1
01/03/2024;07:16:00;228.94;1.68;0.385;0
01/03/2024;07:17:00;244.33;7.3;1.784;1
01/03/2024;07:18:00;231.79;3.21;0.744;0
01/03/2024;07:19:00;246.03;2.42;0.595;0
01/03/2024;07:20:00;213.4;13.96;2.979;1
01/03/2024;07:21:00;212.62;5.72;1.216;0
01/03/2024;07:22:00;233.64;4.21;0.984;0
01/03/2024;07:23:00;239.49;8.32;1.993;1
01/03/2024;07:24:00;234.58;12.77;2.996;1
01/03/2024;07:25:00;211.07;4.64;0.979;0
01/03/2024;07:26:00;245.75;14.67;3.605;1
01/03/2024;07:27:00;212.22;7.57;1.607;1
01/03/2024;07:28:00;244.61;2.63;0.643;0
01/03/2024;07:29:00;246.17;2.47;0.608;0
01/03/2024;07:30:00;220.37;2.38;0.524;0
01/03/2024;07:31:00;231.3;1.01;0.234;0
01/03/2024;07:32:00;231.47;11.6;2.685;1
01/03/2024;07:33:00;210.33;2.42;0.509;0
01/03/2024;07:34:00;216.11;13.17;2.846;1
01/03/2024;07:35:00;221.25;4.4;0.974;0
01/03/2024;07:36:00;219.32;8.92;1.956;1
01/03/2024;07:37:00;238.4;12.52;2.985;1
01/03/2024;07:38:00;224.11;11.59;2.597;1
01/03/2024;07:39:00;215.87;11.46;2.474;1
01/03/2024;07:40:00;246.3;7.64;1.882;1
01/03/2024;07:41:00;233.42;4.51;1.053;0
01/03/2024;07:42:00;247.84;1.38;0.342;0
01/03/2024;07:43:00;245.45;5.61;1.377;0
01/03/2024;07:44:00;243.67;10.75;2.619;1
01/03/2024;07:45:00;232.98;2.86;0.666;0
01/03/2024;07:46:00;236.02;6.81;1.607;1
01/03/2024;07:47:00;210.87;9.07;1.913;1
01/03/2024;07:48:00;211.95;2.41;0.511;0
01/03/2024;07:49:00;216.65;8.63;1.87;1
01/03/2024;07:50:00;211.56;6.19;1.31;0
01/03/2024;07:51:00;227.95;8.92;2.033;1
01/03/2024;07:52:00;240.95;3.37;0.812;0
01/03/2024;07:53:00;245.5;3.21;0.788;0
01/03/2024;07:54:00;244.15;1.12;0.273;0
01/03/2024;07:55:00;227.11;14.67;3.332;1
01/03/2024;07:56:00;236.45;9.94;2.35;1
01/03/2024;07:57:00;218.55;9.18;2.006;1
01/03/2024;07:58:00;220.75;10.55;2.329;1
01/03/2024;07:59:00;240.16;10.69;2.567;1
01/03/2024;08:00:00;219.73;6.3;1.384;0
01/03/2024;08:01:00;214.53;5.28;1.133;0
01/03/2024;08:02:00;231.71;4.99;1.156;0
01/03/2024;08:03:00;247.57;5.03;1.245;0
01/03/2024;08:04:00;231.1;12.54;2.898;1
01/03/2024;08:05:00;237.41;7.89;1.873;1
01/03/2024;08:06:00;242.24;9.65;2.338;1
01/03/2024;08:07:00;236.57;2.12;0.502;0
01/03/2024;08:08:00;218.31;11.46;2.502;1
01/03/2024;08:09:00;222.38;12.89;2.866;1
01/03/2024;08:10:00;234.45;10.45;2.45;1
01/03/2024;08:11:00;215.29;3.63;0.782;0
01/03/2024;08:12:00;215.01;4.85;1.043;0
01/03/2024;08:13:00;227.67;13.83;3.149;1
01/03/2024;08:14:00;241.12;12.5;3.014;1
01/03/2024;08:15:00;247.06;14.94;3.691;1
01/03/2024;08:16:00;242.75;4.69;1.138;0
01/03/2024;08:17:00;249.19;4.25;1.059;0
01/03/2024;08:18:00;240.75;10.3;2.48;1
01/03/2024;08:19:00;229.37;12.94;2.968;1
01/03/2024;08:20:00;220.64;1.47;0.324;0
01/03/2024;08:21:00;219.09;2.03;0.445;0
01/03/2024;08:22:00;217.61;14.83;3.227;1
01/03/2024;08:23:00;246.01;2.39;0.588;0
01/03/2024;08:24:00;241.93;5.78;1.398;0
01/03/2024;08:25:00;224.11;11.16;2.501;1
01/03/2024;08:26:00;244.76;13.17;3.223;1
01/03/2024;08:27:00;227.25;6.49;1.475;0
01/03/2024;08:28:00;218.55;4.66;1.018;0
01/03/2024;08:29:00;225.11;7.75;1.745;1
01/03/2024;08:30:00;245.42;4.89;1.2;0
01/03/2024;08:31:00;247.13;1.92;0.474;0
01/03/2024;08:32:00;240.98;3.5;0.843;0
01/03/2024;08:33:00;223.51;1.36;0.304;0
01/03/2024;08:34:00;240.59;3.61;0.869;0
01/03/2024;08:35:00;240.81;13.11;3.157;1
